NO.	CORPUS.FILE	ITEM	POS	POS_BROAD	contextual_meaning	basic_meaning	METAPHOR	MUSIC_TARGET.DOMAIN	SD	CONCEPTUAL_METAPHOR_BASIS	DEICTIC_EGO	Context	comment
9400	LAT19	danger_NN1	NN1	NN0	LM2_[uncountable and countable] the possibility that something bad will happen	LM1_[uncountable] the possibility that someone or something will be harmed, destroyed, or killed:	MRW-indirect	no					
9401	LAT19	it_PNP	PNP	PNP			no	no					
9402	LAT19	will_VM0	VM0	VV			no	no					
9403	LAT19	typecast_VVI	VVI	VV	LM2_to give someone a particular type of job, activity etc to do, because you think it suits their character	LM1_to always give an actor the same type of character to play:	MRW-indirect	no					
9404	LAT19	her_PNP	PNP	PNP			no	no					
9405	LAT19	._SENT	PUN	PUN			DFMA_Punct	no					
9406	LAT19	-----_PUN	PUN	PUN			DFMA_Punct	no					
9407	LAT19	She_PNP	PNP	PNP			no	no					
9408	LAT19	has_VHZ	VHZ	VV			no	no					
9409	LAT19	worked_VVN	VVN	VV		MM_work your way. if you work your way somewhere, you travel there slowly and with difficulty	MRW-indirect	no					
9410	LAT19	her_DPS	DPS	DT0			no	no					
9411	LAT19	way_NN1	NN1	NN0			MRW-indirect	no					
9412	LAT19	through_PRP	PRP	PRP			MRW-indirect	no					
9413	LAT19	elite_AJ0	AJ0	AJ0	MM1_a small group of people who have a lot of advantages and keep the most power and influence	There is no more basic meaning.	no	no					
9414	LAT19	vocal_AJ0	AJ0	AJ0			no	yes					
9415	LAT19	programs_NN2	NN2	NN0			no	no					
9416	LAT19	at_PRP	PRP	PRP			no	no					
9417	LAT19	Yale_NP0	NP0	NN0			no	no					
9418	LAT19	University_NN1	NN1	NN0			no	no					
9419	LAT19	and_CJC	CJC	CJC			no	no					
9420	LAT19	Bard_NN1	NP0	NN0			no	no					
9421	LAT19	College_NN1	NN1	NN0			no	no					
9422	LAT19	._SENT	PUN	PUN			DFMA_Punct	no					
9423	LAT19	-----_PUN	PUN	PUN			DFMA_Punct	no					
9424	LAT19	She_PNP	PNP	PNP			no	no					
9425	LAT19	is_VBZ	VBZ	VV			no	no					
9426	LAT19	feisty_AJ0	AJ0	AJ0	MM_full of energy and lively determination		no	no					
9427	LAT19	and_CJC	CJC	CJC			no	no					
9428	LAT19	has_VHZ	VHZ	VV			MRW-indirect	no					
9429	LAT19	operatic_AJ0	AJ0	AJ0	MM_relating to opera		no	yes					
9430	LAT19	ambitions_NN2	NN2	NN0	MM1_[COUNTABLE] something that you very much want to do, usually something that is difficult to achieve	There is no more basic meaning.	no	no					
9431	LAT19	,_PUN	PUN	PUN			DFMA_Punct	no					
9432	LAT19	having_VHG	VHG	VV			no	no					
9433	LAT19	already_AV0	AV0	AV0			no	no					
9434	LAT19	appeared_VVN	VVN	VV	MM3_to be on television or in a play, film, concert etc	MM2_if someone or something appears somewhere, you begin to see them suddenly or for the first time	no	no					
9435	LAT19	in_PRP	PRP	PRP			MRW-indirect	yes	container				
9436	LAT19	a_AT0	AT0	AT0			no	no					
9437	LAT19	few_DT0	DT0	DT0			no	no					
9438	LAT19	productions_NN2	NN2	NN0	MM3_[COUNTABLE] a film, play, television or radio programme, CD etc, especially when you are talking about the way it is created and performed		no	yes					
9439	LAT19	._SENT	PUN	PUN			DFMA_Punct	no					
9440	LAT19	-----_PUN	PUN	PUN			DFMA_Punct	no					
9441	LAT19	She_PNP	PNP	PNP			no	no					
9442	LAT19	is_VBZ	VBZ	VV			no	no					
9443	LAT19	a_AT0	AT0	AT0			no	no					
9444	LAT19	writer_NN1	NN1	NN0			no	no					
9445	LAT19	with_PRP	PRP	PRP			no	no					
9446	LAT19	a_AT0	AT0	AT0			no	no					
9447	LAT19	chatty_AJ0	AJ0	AJ0	MM2_a chatty writing style is friendly and informal	MM1_someone who is chatty enjoys talking a lot in a friendly way	MRW-PP	no					
9448	LAT19	blog_NN1	NN1	NN0	MM_a biographical web log: a type of diary (=record of what someone does each day) on a website that is changed regularly, to give the latest news. The page usually contains someone's personal opinions, comments, and experiences.	There is no more basic meaning.	no	no					
9449	LAT19	._SENT	PUN	PUN			DFMA_Punct	no					
9450	LAT19	-----_PUN	PUN	PUN			DFMA_Punct	no					
9451	LAT19	She_PNP	PNP	PNP			no	no					
9452	LAT19	makes_VVZ	VVZ	VV			no	no					
9453	LAT19	and_CJC	CJC	CJC			no	no					
9454	LAT19	designs_NN2	VVZ	VV	MM_to decide how something will be made, including how it will work and what it will look like, and often to make drawings of it	There is no more basic meaning.	no	no					
9455	LAT19	a_AT0	AT0	AT0			no	no					
9456	LAT19	line_NN1	NN1	NN0	MM10_[COUNTABLE] several products forming a set, for example because they are all of the same type or are all produced by the same company	MM1_[COUNTABLE] a long thin mark on the surface of something	MRW-indirect	no					
9457	LAT19	of_PRF	PRF	PRP			no	no					
9458	LAT19	jewelry_NN1	NN1	NN0			no	no					
9459	LAT19	(_PUL	PUN	PUN			DFMA_Punct	no					
9460	LAT19	she_PNP	PNP	PNP			no	no					
9461	LAT19	was_VBD	VBD	VV			no	no					
9462	LAT19	wearing_VVG	VVG	VV			no	no					
9463	LAT19	her_DPS	DPS	DT0			no	no					
9464	LAT19	own_DT0	DT0	DT0			no	no					
9465	LAT19	earrings_NN2	NN2	NN0			no	no					
9466	LAT19	on_PRP	PRP	PRP			MRW-indirect	no					
9467	LAT19	Thursday_NP0	NP0	NN0			no	no					
9468	LAT19	)_PUR	PUN	PUN			DFMA_Punct	no					
9469	LAT19	._SENT	PUN	PUN			DFMA_Punct	no					
9470	LAT19	-----_PUN	PUN	PUN			DFMA_Punct	no					
9471	LAT19	And_CJC	CJC	CJC			no	no					
9472	LAT19	as_CJS if_CJS	CJS	CJC			no	no					
9473	LAT19	there_EX0	EX0	EX0			no	no					
9474	LAT19	werent_AJ0	VBD	VV			no	no					
9475	LAT19	not	XX0	XX0			no	no					
9476	LAT19	enough_AV0	AV0	AV0			no	no					
9477	LAT19	challenges_VVZ	NN2	NN0	MM1_[COUNTABLE/UNCOUNTABLE] something that needs a lot of skill, energy, and determination to deal with or achieve, especially something you have never done before and will enjoy doing	MM3_[COUNTABLE] an invitation to someone to compete or fight, especially in sport	no	no					
9478	LAT19	to_PRP	PRP	PRP			MRW-indirect	no					
9479	LAT19	her_PNP	PNP	PNP			no	no					
9480	LAT19	singing_VVG	NN1	NN0			no	yes					
9481	LAT19	career_NN1	NN1	NN0			no	no					
9482	LAT19	,_PUN	PUN	PUN			DFMA_Punct	no					
9483	LAT19	she_PNP	PNP	PNP			no	no					
9484	LAT19	has_VHZ	VHZ	VV			no	no					
9485	LAT19	chosen_VVN	VVN	VV			no	no					
9486	LAT19	to_TO0	TO0	TO0			no	no					
9487	LAT19	live_VVI in_AVP	VVI	VV	MM_to live at the place where you work or study	There is no more basic meaning.	no	no					
9488	LAT19	far_AV0	AV0	AV0			no	no					
9489	LAT19	off_PRP	PRP	PRP			no	no					
9490	LAT19	Hawaii_NP0	NP0	NN0			no	no					
9491	LAT19	,_PUN	PUN	PUN			DFMA_Punct	no					
9492	LAT19	because_CJS	CJS	CJC			no	no					
9493	LAT19	she_PNP	PNP	PNP			no	no					
9494	LAT19	likes_VVZ	VVZ	VV			no	no					
9495	LAT19	it_PNP	PNP	PNP			no	no					
9496	LAT19	there_AV0	AV0	AV0			no	no					
9497	LAT19	._SENT	PUN	PUN			DFMA_Punct	no					
9498	MN91	„__PUQ	PUN	PUN			DFMA_Punct	no					
9499	MN91	These_DT0	DT0	DT0			MRW-indirect	no					
9500	MN91	folks_NN2	NN2	NN0	MM1_folk or folks [PLURAL] INFORMAL people in general		no	no					
9501	MN91	are_VBB	VBB	VV			no	no					
9502	MN91	from_PRP	PRP	PRP			no	no					
9503	MN91	families_NN2	NN2	NN0			no	no					
9504	MN91	of_PRF	PRF	PRP			no	no					
9505	MN91	traditional_AJ0	AJ0	AJ0			no	no					
9506	MN91	musicians_NN2	NN2	NN0			no	yes					
9507	MN91	who_PNQ	PNQ	PNP			no	no					
9508	MN91	have_VHB	VHB	VV			no	no					
9509	MN91	worked_VVN	VVN	VV			no	no					
9510	MN91	with_PRP	PRP	PRP			no	no					
9511	MN91	masters_NN2	NN2	NN0			no	no					
9512	MN91	of_PRF	PRF	PRP			no	no					
9513	MN91	traditional_AJ0	AJ0	AJ0			no	no					
9514	MN91	music_NN1	NN1	NN0			no	yes					
9515	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9516	MN91	„__PUQ	PUN	PUN			DFMA_Punct	no					
9517	MN91	said_VVD	VVD	VV			no	no					
9518	MN91	Mark_NP0	NP0	NN0			no	no					
9519	MN91	Forry_NP0	NP0	NN0			no	no					
9520	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9521	MN91	who_PNQ	PNQ	PNP			no	no					
9522	MN91	organized_VVD	VVD	VV	MM1_[TRANSITIVE] to prepare or arrange an activity or event		no	no					
9523	MN91	Zedashe_NP0 s_POS	NP0	NN0			no	no					
9524	MN91	visit_NN1	NN1	NN0			no	no					
9525	MN91	to_PRP	PRP	PRP			no	no					
9526	MN91	Santa_NP0	NP0	NN0			no	no					
9527	MN91	Cruz_NP0	NP0	NN0			no	no					
9528	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9529	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9530	MN91	It_PNP	PNP	PNP			no	no					
9531	MN91	is_VBZ	VBZ	VV			no	no					
9532	MN91	only_AV0	AV0	AV0			no	no					
9533	MN91	the_AT0	AT0	AT0			no	no					
9534	MN91	second_ORD	ORD	ORD			no	no					
9535	MN91	time_NN1	NN1	NN0			no	no					
9536	MN91	a_AT0	AT0	AT0			no	no					
9537	MN91	Georgian_AJ0	AJ0	AJ0			no	no					
9538	MN91	group_NN1	NN1	NN0			no	no					
9539	MN91	has_VHZ	VHZ	VV			no	no					
9540	MN91	performed_VVN	VVN	VV			no	no					
9541	MN91	here_AV0	AV0	AV0			no	no					
9542	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9543	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9544	MN91	Though_CJS	CJS	CJC			no	no					
9545	MN91	Georgia_NP0	NP0	NN0			no	no					
9546	MN91	lies_VVZ	VVZ	VV	MM2_to be on a particular surface or in a particular place; MM2a_used for saying where a place is	MM1_to be in a position in which your body is flat on a surface such as the floor or a bed	MRW-indirect	no					
9547	MN91	at_PRP	PRP	PRP			no	no					
9548	MN91	the_AT0	AT0	AT0			no	no					
9549	MN91	crossroads_NN1	NN1	NN0	MM1_a place where one road crosses another		no	no					
9550	MN91	of_PRF	PRF	PRP			no	no					
9551	MN91	ancient_AJ0	AJ0	AJ0			no	no					
9552	MN91	trade_NN1	NN1	NN0			no	no					
9553	MN91	routes_NN2	NN2	NN0			no	no					
9554	MN91	and_CJC	CJC	CJC			no	no					
9555	MN91	is_VBZ	VBZ	VV			no	no					
9556	MN91	surrounded_VVN	VVN	VV			no	no					
9557	MN91	by_PRP	PRP	PRP			no	no					
9558	MN91	the_AT0	AT0	AT0			no	no					
9559	MN91	spicy_AJ0	AJ0	AJ0	not in dicts	MM1_spicy food has a strong hot flavour	MRW-indirect	no					
9560	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9561	MN91	distinct_AJ0	AJ0	AJ0	MM1_separate and different in a way that is clear	MM2_able to be clearly seen, heard, smelt, or tasted	MRW-indirect	no					
9562	MN91	cultures_NN2	NN2	NN0	MM2_[COUNTABLE/UNCOUNTABLE] a set of ideas, beliefs, and ways of behaving of a particular organization or group of people	MM3_[COUNTABLE] BIOLOGY a group of bacteria or other cells that have been grown in a scientific experiment	MRW-indirect	no					
9563	MN91	of_PRF	PRF	PRP			no	no					
9564	MN91	Russia_NP0	NP0	NN0			no	no					
9565	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9566	MN91	Turkey_NP0	NP0	NN0			no	no					
9567	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9568	MN91	Azerbaijan_NP0	NP0	NN0			no	no					
9569	MN91	and_CJC	CJC	CJC			no	no					
9570	MN91	Armenia_NP0	NP0	NN0			no	no					
9571	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9572	MN91	it_PNP	PNP	PNP	Georgia		no	no					
9573	MN91	has_VHZ	VHZ	VV			no	no					
9574	MN91	maintained_VVN	VVN	VV	MM1:to make something stay the same	MM2_to make regular repairs to a building, road, vehicle etc so that it stays in good condition	MRW-indirect	no					
9575	MN91	a_AT0	AT0	AT0			no	no					
9576	MN91	strict_AJ0	AJ0	AJ0	MM2_exact, or accurate	MM1_someone who is strict has definite rules that they expect people to obey completely; MM1b_completely following the rules of a particular belief	MRW-indirect	no					
9577	MN91	cultural_AJ0	AJ0	AJ0			no	no					
9578	MN91	identity_NN1	NN1	NN0			no	no					
9579	MN91	for	PRP	PRP			no	no					
9580	MN91	thousands_CRD	CRD	CRD			no	no					
9581	MN91	of_PRF	PRF	PRP			no	no					
9582	MN91	years_NN2	NN2	NN0			no	no					
9583	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9584	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9585	MN91	Georgia_NP0	NP0	NN0			no	no					
9586	MN91	quickly_AV0	AV0	AV0	MM2_after only a short time	MM1_at a fast speed	MRW-indirect	no					
9587	MN91	adopted_VVN	VVN	VV	MM1_[TRANSITIVE] to decide to start using a particular idea, plan, or method	MM2_[INTRANSITIVE/TRANSITIVE] to take someone else's child into your family and legally make him or her your own child	MRW-indirect	no				Georgia quickly adopted Christianity	
9588	MN91	Christianity_NN1	NN1	NN0	MM_the religion based on the ideas of Jesus Christ. Its followers worship in a church.		no	no					
9589	MN91	and_CJC	CJC	CJC			no	no					
9590	MN91	its_DPS	DPS	DT0			no	no					
9591	MN91	church_NN1	NN1	NN0			no	no					
9592	MN91	music_NN1	NN1	NN0			no	yes					
9593	MN91	dates_VVZ back_AVP	VVZ	VV	MM_date back to something to be made or begun at a particular time in the past		no	no					
9594	MN91	to_PRP	PRP	PRP			MRW-indirect	no					
9595	MN91	the_AT0	AT0	AT0			no	no					
9596	MN91	third_ORD	ORD	ORD			no	no					
9597	MN91	century_NN1	NN1	NN0			no	no					
9598	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9599	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9600	MN91	Its_DPS	DPS	DT0			no	no					
9601	MN91	folk_NN0 music_NN1	NN0	NN0			no	yes					
9602	MN91	predates_VVZ	VVZ	VV	MM1_to exist or happen earlier than someone or something else	MM2_to write a date on a document that is earlier than the real date, especially on a cheque or a contract	no	no					
9603	MN91	the_AT0	AT0	AT0			no	no					
9604	MN91	introduction_NN1	NN1	NN0	MM2_[UNCOUNTABLE] the process of bringing something into existence or use for the first time	There is no more basic meaning.	no	no					
9605	MN91	of_PRF	PRF	PRP			no	no					
9606	MN91	Christianity_NN1	NN1	NN0			no	no					
9607	MN91	and_CJC	CJC	CJC			no	no					
9608	MN91	takes_VVZ	VVZ	VV			MRW-indirect	yes	possession			Its folk music predates the introduction of Christianity and takes the form of polyphonic singing	
9609	MN91	the_AT0	AT0	AT0			no	no					
9610	MN91	form_NN1	NN1	NN0			MRW-indirect	yes	physical structure			Its folk music predates the introduction of Christianity and takes the form of polyphonic singing	
9611	MN91	of_PRF	PRF	PRP			no	no					
9612	MN91	polyphonic_AJ0	AJ0	AJ0	?MM_a polyphonic ringtone is a sound that a mobile phone makes when it rings that consists of several notes played together so that it sounds like music		no	yes					
9613	MN91	singing_NN1	NN1	NN0			no	yes					
9614	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9615	MN91	which_DTQ	DTQ	DT0			no	no					
9616	MN91	is_VBZ	VBZ	VV			no	no					
9617	MN91	unlike_AJ0	AJ0	AJ0	MM1_different from someone or something else	There is no more basic meaning.	no	no					
9618	MN91	anything_PNI	PNI	PNP			no	no					
9619	MN91	else_AV0	AV0	AV0			no	no					
9620	MN91	in_PRP	PRP	PRP			no	no					
9621	MN91	the_AT0	AT0	AT0			no	no					
9622	MN91	region_NN1	NN1	NN0			no	no					
9623	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9624	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9625	MN91	„__PUQ	PUN	PUN			DFMA_Punct	no					
9626	MN91	They_PNP	PNP	PNP	the Georgians		no	no					
9627	MN91	have_VHB	VHB	VV			no	no					
9628	MN91	really_AV0	AV0	AV0			no	no					
9629	MN91	tenaciously_AV0	AV0	AV0	MM1_a tenacious person is very determined and is not willing to stop when they are trying to achieve something	There is no more basic meaning.	no	no					
9630	MN91	hung_VVN onto_PRP	VVN	VV	MM_hang onto something to keep something		no	no					
9631	MN91	their_DPS	DPS	DT0			no	no					
9632	MN91	own_DT0	DT0	DT0			no	no					
9633	MN91	traditions_NN2	NN2	NN0			no	no					
9634	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9635	MN91	„__PUQ	PUN	PUN			DFMA_Punct	no					
9636	MN91	said_VVD	VVD	VV			no	no					
9637	MN91	Forry_NP0	NP0	NN0			no	no					
9638	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9639	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9640	MN91	Zedashe_NN1	NP0	NN0			no	no					
9641	MN91	is_VBZ	VBZ	VV			no	no					
9642	MN91	named_VVN	VVN	VV	MM1:to give someone or something a name	There is no more basic meaning.	no	no					
9643	MN91	after_PRP	PRP	PRP	MM7_if you name a person or thing after someone, you give them the same name		MRW-indirect	no					
9644	MN91	the_AT0	AT0	AT0			no	no					
9645	MN91	large_AJ0	AJ0	AJ0			no	no					
9646	MN91	clay_NN1	NN1	NN0			no	no					
9647	MN91	pots_NN2	NN2	NN0			no	no					
9648	MN91	Georgians_NN2	NN2	NN0			no	no					
9649	MN91	used_VM0	VM0	VV			no	no					
9650	MN91	to_TO0	TO0	TO0			no	no					
9651	MN91	store_VVI	VVI	VV			no	no					
9652	MN91	wine_NN1	NN1	NN0			no	no					
9653	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9654	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9655	MN91	The_AT0	AT0	AT0			no	no					
9656	MN91	pots_NN2	NN2	NN0			no	no					
9657	MN91	are_VBB	VBB	VV			no	no					
9658	MN91	buried_VVN	VVN	VV			no	no					
9659	MN91	under	PRP	PRP			no	no					
9660	MN91	homes_NN2	NN2	NN0			no	no					
9661	MN91	and_CJC	CJC	CJC			no	no					
9662	MN91	unearthed_VVN	VVN	VV			no	no					
9663	MN91	for	PRP	PRP			no	no					
9664	MN91	celebrations_NN2	NN2	NN0			no	no					
9665	MN91	of_PRF	PRF	PRP			no	no					
9666	MN91	marriage_NN1	NN1	NN0			no	no					
9667	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9668	MN91	ritual_AJ0	NN1	NN0	MM1_a formal ceremony		no	no					
9669	MN91	and_CJC	CJC	CJC			no	no					
9670	MN91	ancestry_NN1	NN1	NN0	MM_the people related to you who lived a long time ago		no	no					
9671	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9672	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9673	MN91	On_PRP	PRP	PRP			MRW-indirect	no					
9674	MN91	Sunday_NP0	NP0	NN0			no	no					
9675	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9676	MN91	Zedashe_NP0	NP0	NN0			no	no					
9677	MN91	will_VM0	VM0	VV			no	no					
9678	MN91	be_VBI	VBI	VV			no	no					
9679	MN91	performing_VVG	VVG	VV			no	yes					
9680	MN91	traditional_AJ0	AJ0	AJ0			no	no					
9681	MN91	Georgian_AJ0	AJ0	AJ0			no	no					
9682	MN91	folk_NN0 songs_NN2	NN2	NN0			no	no					
9683	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9684	MN91	some_DT0	DT0	DT0			no	no					
9685	MN91	a_AT0 cappella_NN1	AJ0	AJ0	MM_sung by voices only, without musical instruments		no	yes					
9686	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9687	MN91	others_NN2	NN2	NN0			no	no					
9688	MN91	with_PRP	PRP	PRP			no	yes					
9689	MN91	instrumentation_NN1	NN1	NN0			no	yes					
9690	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9691	MN91	and_CJC	CJC	CJC			no	no					
9692	MN91	some_DT0	DT0	DT0			no	no					
9693	MN91	accompanied_VVN	VVN	VV	MM4_MUSIC to play the supporting music while someone sings or plays the main tune	MM1_FORMAL to go with someone to a place or event	MRW-indirect	yes	motion	TIME	neutral	On Sunday, Zedashe will be performing traditional Georgian folk songs, some a cappella, others with instrumentation, and some accompanied by circle dances. 	simultaneous is parallel
9694	MN91	by_PRP	PRP	PRP			no	no					
9695	MN91	circle_NN1	NN1	NN0			no	no					
9696	MN91	dances_NN2	NN2	NN0			no	no					
9697	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9698	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9699	MN91	The_AT0	AT0	AT0			no	no					
9700	MN91	troupe_NN1	NN1	NN0	MM_a group of performers, especially one that travels to different places to perform		no	no					
9701	MN91	also_AV0	AV0	AV0			no	no					
9702	MN91	includes_VVZ	VVZ	VV	MM2_to make someone or something part of a group, set, or collection of things		no	no					
9703	MN91	two_CRD	CRD	CRD			no	no					
9704	MN91	dancers_NN2	NN2	NN0			no	no					
9705	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9706	MN91	who_PNQ	PNQ	PNP			no	no					
9707	MN91	will_VM0	VM0	VV			no	no					
9708	MN91	perform_VVI	VVI	VV			no	yes					
9709	MN91	traditional_AJ0	AJ0	AJ0			no	no					
9710	MN91	Georgian_AJ0	AJ0	AJ0			no	no					
9711	MN91	couples_NN2	NN2	NN0	MM2_[COUNTABLE] two people who are married or involved in a romantic relationship with each other	There is no more basic meaning.	no	no					
9712	MN91	dancing_VVG	VVG	VV			no	no					
9713	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9714	MN91	often_AV0	AV0	AV0			no	no					
9715	MN91	improvised_VVN	VVN	VV	MM1_[INTRANSITIVE] to do something without preparing it first, often because the situation does not allow you to prepare	There is no more basic meaning.	no	no					
9716	MN91	and_CJC	CJC	CJC			no	no					
9717	MN91	noble_AJ0	AJ0	AJ0	LM3_something that is noble is very impressive and beautiful:	There is no more basic meaning.	no	no					
9718	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9719	MN91	yet_AV0	AV0	AV0			no	no					
9720	MN91	flirtatious_AJ0	AJ0	AJ0	MM1_behaving in a way that shows your romantic or sexual interest in someone		no	no					
9721	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9722	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9723	MN91	The_AT0	AT0	AT0			no	no					
9724	MN91	men_NN2	NN2	NN0			no	no					
9725	MN91	might_VM0	VM0	VV			no	no					
9726	MN91	even_AV0	AV0	AV0			no	no					
9727	MN91	dance_VVI	VVI	VV			no	no					
9728	MN91	on_PRP	PRP	PRP			no	no					
9729	MN91	pointe_NN1	NN1	NN0	LM_pointe also pointes [uncountable]. if ballet dancers are on pointe, they are dancing on the ends of their toes with their feet in a vertical position		no	no					
9730	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9731	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9732	MN91	According_PRP to_PRP	PRP	PRP	Mm2_used for saying where information or ideas have come from		no	no					
9733	MN91	Forry_NP0	NP0	NN0			no	no					
9734	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9735	MN91	Georgian_AJ0	AJ0	AJ0			no	no					
9736	MN91	polyphonic_AJ0	AJ0	AJ0			no	yes					
9737	MN91	singing_NN1	NN1	NN0			no	yes					
9738	MN91	is_VBZ	VBZ	VV			no	no					
9739	MN91	unique_AJ0	AJ0	AJ0	MM1_very special, unusual, or good	There is no more basic meaning.	no	yes					
9740	MN91	--_NN1	PUN	PUN			DFMA_Punct	no					
9741	MN91	but_CJC	CJC	CJC			no	no					
9742	MN91	familiar_AJ0	AJ0	AJ0	MM1_well known to you, or easily recognized by you		no	no					
9743	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9744	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9745	MN91	Traditional_AJ0	AJ0	AJ0			no	no					
9746	MN91	polyphony_NN1	NN1	NN0	MM_a type of music that combines several different tunes at the same time		no	yes					
9747	MN91	creates_VVZ	VVZ	VV			no	yes					
9748	MN91	a_AT0	AT0	AT0			no	no					
9749	MN91	rich_AJ0	AJ0	AJ0			MRW-indirect	yes	other				
9750	MN91	and_CJC	CJC	CJC			no	no					
9751	MN91	varied_AJ0	AJ0	AJ0			no	yes					
9752	MN91	texture_NN1	NN1	NN0	MM2_the effect that is produced when different things combine, for example in music	MM1_the way that something feels when you touch it	MRW-indirect	yes	synaesthetic			Traditional_AJ0 polyphony_NN1 creates_VVZ a_AT0 rich_AJ0 and_CJC varied_AJ0 texture_NN1 that_CJT is_VBZ harmonic_AJ0 and_CJC haunting_VVG ,_PUN and_CJC deeply_AV0 resonant_AJ0	
9753	MN91	that_CJT	CJT	CJC			no	no					
9754	MN91	is_VBZ	VBZ	VV			no	no					
9755	MN91	harmonic_AJ0	AJ0	AJ0	MM_relating to the way that musical notes are combined to create chords		no	yes					
9756	MN91	and_CJC	CJC	CJC			no	no					
9757	MN91	haunting_VVG	VVG	VV	MM_beautiful in a way that makes you feel sad and remember something for a long time		no	yes					
9758	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9759	MN91	and_CJC	CJC	CJC			no	no					
9760	MN91	deeply_AV0	AV0	AV0	MM1_very or very much	MM2_a long way into something	MRW-indirect	yes	space			Traditional polyphony creates a rich and varied texture that is harmonic and haunting, and deeply resonant	
9761	MN91	resonant_AJ0	AJ0	AJ0	MM_more is down (Where else do we find „deep“ in terms of more? → possibly relates to emotions: deep emotions)	There is no more basic meaning.	no	yes					
9762	MN91	._SENT	PUN	PUN			DFMA_Punct	no					
9763	MN91	-----_PUN	PUN	PUN			DFMA_Punct	no					
9764	MN91	Georgian_AJ0	AJ0	AJ0			no	no					
9765	MN91	melodies_NN2	NN2	NN0			no	yes					
9766	MN91	are_VBB	VBB	VV			no	no					
9767	MN91	sung_VVN	VVN	VV			no	yes					
9768	MN91	in_PRP	PRP	PRP			MRW-indirect	yes	container			in three-part harmony	
9769	MN91	three-	CRD	CRD			no	yes					
9770	MN91	part_AJ0	AJ0	AJ0			MRW-indirect	yes	physical structure				
9771	MN91	harmony_NN1	NN1	NN0	MM2_[COUNTABLE/UNCOUNTABLE] MUSIC musical notes that are sung or played at the same time, making a pleasant sound		no	yes					
9772	MN91	using_VVG	VVG	VV			no	no					
9773	MN91	foreign_AJ0	AJ0	AJ0	MM2_not typical of something or someone and therefore not expected or familiar		no	yes					
9774	MN91	scales_NN2	NN2	NN0	MM45_[COUNTABLE] MUSIC a series of musical notes in a fixed order from the lowest to the highest or the highest to the lowest	MM1_[SINGULAR/UNCOUNTABLE] the size of something, especially when it is big; MM2_[COUNTABLE] [USUALLY SINGULAR] a set of people or things arranged in order from the highest level to the lowest or from the lowest level to the highest	no	yes					
9775	MN91	,_PUN	PUN	PUN			DFMA_Punct	no					
9776	MN91	creating_VVG	VVG	VV			no	yes					
9777	MN91	a_AT0	AT0	AT0			no	no					
9778	MN91	listening_AJ0	AJ0	AJ0			no	no					
9779	MN91	experience_NN1	NN1	NN0			no	no					
9780	MN91	that_CJT	CJC	CJC			no	no					
9781	MN91	Forry_NP0	NP0	NN0			no	no					
9782	MN91	describes_VVZ	VVZ	VV	MM1_to give details about what someone or something is like		no	no					
